id,comment,rating,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1533789,EXCELENTE PRODUTO Monitor de ótima qualidade\nImagem muito bonita, ajuste de altura perfeito, inclinação e rotação. Ótimo acabamento e design. Muito fácil mexer no monitor, configurar. Super indico o monitor para quem gosta de qualidade.\narrependimento de não ter comprado antes kkkkk,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1533847,Excelente monitor Estava meio descrente por não conhecer a marca, entretanto estava procurando um monitor há muito tempo já e este entrou num valor ótimo. Ao chegar, me surpreendi com a qualidade! A imagem é excelente e o monitor é gigante. A caixinha de som não é tão alta, mas você pode baixar um sound booster para aumentar o volume. Compraria de novo!\n- Qualidade da imagem excelente\n- Baixo tempo de resposta\n- Caixinha de som integrada\n- Caixinha de som não é tão alta,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1538243,Excelente !! 0 defeitos\nQualidade, facilidade pra montar.\nNão tem,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1538279,muito bom gostei bastante to  achando um exelente monitor  espero  que tenha durabilidade\ntudo\nnão achei  ainda,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1544978,monitor excelente fiquem espantado por nunca ter tido monitor mais daora e ter tido esse\nótima tela e ótimas cores\nnenhum,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1547619,Ótimo monitor! Bom custo benefício.\n- É bonito demais,\n- Excelente acabamento,\n- Painel IPS,\n- Cores vivas,\n- Fácil instalção.\n- Nenhum,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1551817,ótimo para Gene Munitor muito bom, com base rotativa e som integrado\noque deixa a desejar é no volume do som e qualidade do som.\nQualidade de imagem, velocidade de atualização\ncaixinhas de som fraquinhas,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1554083,"Uma aposta interessante Possuía um monitor 19 polegadas 60hz, então este foi um grande salto de qualidade e tamanho,  porém a compra deste produto foi uma aposta, pois não há avaliações ou comparativos confiáveis para validar a qualidade do mesmo.  Mas no geral ele tem uma ótima construção e design. Gastei um tempo ate encontrar uma boa combinação de brilho, contraste e cor. Porém após calibrado para o meu uso (jogar e trabalhar), ele se saiu bem no geral.\nErgonomia e montagem: 10, possui regulagem em todas as dimensões.\n\nDesign: 10, Muito bonito, combinado com o restante do setup ficou elegante\n\nOBS: Ele possui um IPS Glow, mas não identifiquei dentro do meu conhecimento vazamento de luz, e como disse anteriormente, após um tempo se dedicando ao acerto ele fica muito bom.\n\n\nOBS 2 : Os autofalantes são bem baixos, porem baixando algum booster de volume ou eq melhora em partes.\nImagem: 7.5, por ser 27 polegadas full HD, ele deixa \pixeladas\"" a imagem, então o ideal seria  se ele fosse Quadhd\n\nO modo Super resolução da a sensação que a imagem fica distorcida, então é um recurso que provavelmente vai ficar desativado.""",4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1554269,Excelente custo benefício Atende as necessidades propostas\nQualidade de imagem boa, ergonomia e mobilidade, tem o adaptative sync que ajuda muito no ganho de fps sem ficar com a imagem zuada.\nNão tenho nenhum a declarar.,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1556221,Ótimo produto Produto excelente ótimo custo x beneficio, bonito e entrega o que promete\ndesigner, funcionamento, estabilidade\nnenhum ate momento,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1557332,Melhor custo beneficio É um excelente monitor, principalmente pra quem esta buscando um de 144hz com um valor acessivel, vale muito a pena.\nTudo no produto é bom\nMe impressionei pelo monitor vir com som, mas o audio é ridiculamente baixo.\noutro ponto negativo pra mim foi que eu nao consigo usar ele com um suporte de monitor articulado, a parafusação nao é compativel,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1557916,"Bom, mas o som e a fonte e sem USBs Bom monitor, menus fáceis de operar, iluminação traseira, mas não ilumina bem. Não encontrei nada na internet sobre esse painel ELED iguais aos Philco, deve ser WXVA e nem o fabricante do painel encontrei.\nBase muito boa em metal, ajustes de altura, giro vertical e ângulo, menos swivel (lateral)  Imagem ótima no painel IPS, acertos de cor não muito precisos mas funcionam, 144Hz só no Displayport 1.2, aqui a placa é antiga e o HDMI é 1.3 então só ia até 60Hz, mas vem Cabo DP + HDMI. Três entradas HDMI (2 de 1.4 e um 2.0) + DP.\nVeio com uma linha quase imperceptível na tela,.mas sem Dead ou stuck pixels, fiz todos os testes e jogo inclusive. Fonte dá medo de tão chinesa que é.\n\nSom do celular é melhor que o dele, tem de deixar o som do monitor em 100 por cento e o do windows também se quiser ouvir música, graves inexistentes, não tem driver para atualizar, plástico muito fino na traseira, dá medo de quebrar ou descolar a tela. 27 Full HD com IPS é complicado muito perto, a imagem se torna grande demais, se sua mesa é até 60cm pegue um QuadHD de 27 (se for um 24 pode ser fullhd)... não tem nenhum USB coisa barata de implementar um kit duas portas, mas nada nele. Brilho ficava alternando para mais e menos na tela parada vendo sites  nos 144 hz como se o monitor não estivesse \aguentando\"" segurar a resolução, talvez seja minha placa já que o monitor não tem essa compensação de brilho (Só BenQ e Samsung M8 tem)devolvi pelo som fraco, pela resolução (FHD em 27 perto da tela não recomendo), pegue um QHD e não se arrependerá. Portas não tem identificação na traseira pra saber qual é a 2.0 pois das três só tem uma, as outras duas são 1.4 e a  informação só no menu. Vou pegar um QHD Curvo de 27 mesmo, que tenha Som integrado e USBs e saída de áudio iguais aos DELL.""",4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1564007,"Apresentou problemas com menos de dois meses de uso completos Grande e bonito, mas não confiável\nO monitor possui uma tela grande, com muito espaço para trabalhar. Minha produtividade aumentou substancialmente após a aquisição; pode ser usado tanto na vertical quanto na horizontal; A base é bem firme e passa confiança; Algumas possibilidades interessantes de configuração de imagem.\nO produto apresentou problemas com pouco tempo de uso. Na verdade, mal se passaram dois meses e o painel apagou sem mais nem menos enquanto eu trabalhava. Apagou e não voltou mais. Ao pesquisar na internet, me pareceu um problema recorrente. Fiquei bastante decepcionado. Enviei o produto de volta para a Kabum, na esperança de que a garantia resolva. Essa é a primeira vez que compro algo dessa marca, e tive essa experiência mais do que negativa.",4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1575943,"Meu monitor Husky Avalanche 27\ Com toda certeza o custo benefício dele é o diferencial entre todos os modelos disponíveis!\nAlém da ficha técnica à risca, é um modelo leve em relação a outros de mesmo porte, o designer slim com toda certeza me ganhou. Siiiim, dei destaque a estética dele\n""",5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1584804,Produto excelente e o melhor custo e beneficio \n\n,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1598879,Ótimo monitor Monitor grande, bonito e clean\n- Ótima qualidade em 144hz\n- Ajustes na orientação e altura são ótimos\n- Bonito\n- Somente LED amarelo na parte traseira\n- Audio integrado é satisfatório, mas não muito alto\n- Botões de controle do monitor poderiam ter uma acessibilidade/design melhor,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1599200,Ótimo Monitor TOP\nMonitor muito bom, com regulagens e LED atrás que da um charme quando escuro!\nTela muito boa.\n,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1605898,"Ótimo custo beneficio Um excelente monitor, principalmente para quem deseja sair do 60Hz e ver o mundo com outros olhos.\nTaxa de atualização: 144Hz, suporte para DisplayPort, suporte para HDR, uma tela relativamente grande de 27 polegadas e entre vários outros.\nNa minha humilde opinião, o único ponto negativo desse cara, fica por conta da dificuldade que é para utilizar um suporte diferente para o monitor, tendo assim que realizar a famosa \adaptação técnica\"" caso deseja usar um suporte articulado de mesa.""",5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1608813,Bom para FPS \n- Acabamento\n- Coloração da tela\n- Som integrado muito baixo\n- HDR ao ativar o mesmo a tela fica fosco,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1610566,monitor mt bom e mt bonito um otimo monitor\n\n,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1611144,monitor malado ele é incrívelmente lindo, para quem n tem uma dimensão d quanto é as polegadas q ele oferece, é grande mermão, apenas é grande e n tava esperando um monitor grandão assim, ele é muito lindo, vem com lads só n sei ainda se dá para as configurar para outras cores, a qualidade de imagem é perfeita e o tempo de resposta melhor ainda, veio com todas as peças certinhas e muito bem embalado\nqualidade ótima\ncores vivas\nfácil de manusear nas posições \nfácil de montar\nmanual de instrução claro e preciso\nmuito bonito\npreço muito bom para um monitor ips\ntem led então aumenta o FPS confia\no som não é muito bom, é bem baixinho as vezes\n\nquando passa um tempo e a tela desliga por inatividade, o som para de funcionar tanto do minitor quanto se tiver uma caixa de som ou fone plugado nele,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1421516,Ótimo! Tela com qualidade muito boa. acompanha cabo de audio P2 e um HDMI. O audio pra um monitor é OK.\n-Qualidade do produto\n-muito bonito esteticamente\n-Audio nao é dos melhores(para o preço que esta e por ser um monitor, esta bom!,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1425626,Ótimo Produto Resolução bonita\nVem com cabo HDMI, ótima resolução, coloração mt boa\nA saída de som não é mt boa,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1427308,Simples e bonito Vale a pena o valor, para um monitor de entrada, não deixa a desejar.\nBordas laterais e superior quase imperceptíveis, ótima qualidade de imagem, bons recursos no menu.\nNão ter regulagem de altura.,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1430542,Excelente opção custo benefício Monitor bonito, o zeroframe realmente deixa uma sensação de borda infinita. Cores bem vivas e um excelente contraste. Tem alto-falantes fraquinhos mas da pro gasto. Uma ótima opção pra faixa de preço\nAcabamento premium\nExcelente custo benefício pro tempo de resposta de 1ms 75hz\nMelhor opção custo benefício pra ter FreeSync\nPainel VA pode criar um pouco de ghosting em jogos não otimizados, mas é quase imperceptível.,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1442938,Monitor excelente, mas.. Monitor excelente, porem o somé pessimo. tinha um monitor da LG que o som era bem melhor! mas como monitor ele é execelente. vem construido\n\n,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1443529,Bom monitor pra o que oferece! Pra quem quer entrar no mundo 75hz pra frente e ver como funciona o Freesync é uma ótima pedida! Acabamento bonito e bordas finas.\nAcabamento, bordas finas, menu amigável. Botões de ajuste na traseira.\nNão regula altura, apenas ângulo.,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1444872,Ótimo O produto é de excelente qualidade\n\n,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1456685,Muito bom! Recomendo! Muito bom! Recomendo!\n\n,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1469978,muito bom muito bom\n\n,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1476970,minha avaliação muito bom só estou chateado que não funciona o botão\nmuito bom\nveio com defeito,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1491266,Ótimo custo benefício Boa qualidade de imagem\nCompatibilidade com as placas de vídeo da amd, cores vivas, é um bom monitor para quem quer jogar fps.\nHaste fixa e impossibilidade de se colocar na vertical.,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1497596,barato e excelente monitor barato, resolução maravilhosa pelo preço, 2 desses é uma experiência quase cinematográfica\npreço, resolução, qse tudo\nqueria era ter 3,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1501984,Um Review precioso Otimo!! custo x beneficio excelente, !! diversas tecnologias, tem AMD freesync, tempo de resposta bom, painel VA, 2 hdmi inputs, e sim tem som, porem esse som que vem, meus amigos, é ruim ein, se voce estiver num quarto muito silencioso , vc ira aproveitar, mas ele tem saida pra fone/aux, entao problema resolvido.\npainel VA\nbaixo tempo de resposta\npossui AMD freesync\numa pena que o som embutido é muito, mas muito baixo mesmo!!,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1504087,Boa qualidade Boa qualidade\nEle possui duas entradas HDMI, entrada para áudio e saída para áudio independentes. Isso significa que podemos colocar dois aparelhos (antena de TV e Laptop) e facilmente alternar entre um e outro. Ele faz sintonia automática, basta ligar a fonte da imagem que ele reconhece sozinho e alterna para a entrada correta, tanto para áudio quanto para vídeo. A imagem é límpida e as configurações são bem simples. De fábrica ele vem no modo economia de energia, que pode ser desabiltado para jogar em maior qualidade usando a tecnologia do fabricante.\nOs botões são muito frágeis. Como praticamente tudo é automático, após a primeira configuração não precisa mais mexer neles, mas fiquei com medo de quebrar. O aparelho é feito de plástico bem resistente, mas os botões são delicados.\nO áudio integrado é baixo, útil só em ambiente silencioso. Aproveitei as caixas de som externas que tinha pois gosto de som alto.,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1504336,EXCELENTE MUITO BOM, TENHO UMA EXCELENTE VISÃO NA TELA\nPREÇO\nTAMANHO\nSUPER BOM\nAINDA NÃO ACHEI NADA DE NEGATIVO NO PRODUTO,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1507340,Tela Gamer Top\nQualidade 100%\nnenhum por enquanto,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1522687,Muito bom Brabissimo\nTodos\nO som do monitor é bem ruim, pior que de celular a qualidade, mas quebra o galho,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1532260,Top Top\nTop\nNada,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1533562,Bom ótimo custo benefício\nBem maior do que eu esperava, qualidade boa, valeu muito a pena a compra.\no auto falante é muito baixo e as cores não são tão vivas principalmente para quem joga.,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1584477,Gostei Comprei recentemente, vem bem embalado, fácil de montar e fácil de mexer nas configurações\n\nO encaixe da parte de cima com a de baixo não parece muito confiável, mas não vi problemas,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1595218,Custo Benefício Custo Benefício\nCusto Benefício\n,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1600277,Deu defieto com pouco mais de uma ano de uso Produto com deifeito de fabrica, varios do mesmo modelo apresentaram o mesmo defeitos\n\n,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1595788,Ótima qualidade O monitor me atendeu muito bem para trabalhar e jogos\nLigado no cabo display port é compatível com altas taxas de atualização em diversas resoluções além da 3440 padrão. Imersão fantástica.\nOficialmente não tem suporte ao software Gigabyte Control Center, tendo que fazer tudo pelo botão atrás do monitor. Podia ser um pouco mais barato.,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1302392,Sensacional Sensacional, sem lag, sem atraso, fps em 280\nMelhor monitor para jogos de tiro que tem na atualidade.\né bem caro,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1302610,Alta qualidade Monitor com painel visivelmente superior aos IPS de entrada. 280hz dá uma fluidez incrivel tanto em jogos como navegação.\n\nCaro,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1318292,show curti monitor muito top eu recomendo . ja tive oportunidade de trabalhor com varios monitores e esse e muito bom mesmo. uma dica ele so vale a pena mesmo se seu pc for capaz de empurrar 240 a 280 fps o jogo q vc joga blz .\nimagem , frequencia , ajustes e blablabla\npreco salgado,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1327096,Excelente Excelente em todos aspectos. Fiz o pagamento do boleto no dia 24/10 foi confirmado, coletado e enviado do ES para MG e logo no dia 27/10 o produto estava entregue.\n\n,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1331583,Muito bom Produto de boa qualidade e simples montagem. Recomendo calibrarem a imagem e cores. Recomendo pegarem o de 25pol se nao estiverem acostumados com o de 27 ou nunca tiveram um. Mas no geral, produto muito bom e vale o preco\nPreco\nPerformance\nImagem\nRecursos de Calibragem de Imagem\n,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1334116,Monitor Premium Monitor muito robusto e com IPS perfeito.\nmelhor que isso é 2 disso. Se quiser dicas e falar sobre o monitor\nacesse: twitch.tv/lukestrm\nComprei recentemente por 2.500 mais fui infeliz e achei um dead pixel mais como tem 3 anos de garantia fico bem calmo e feliz.\nnão tem.,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1336617,#Fantástico Produto incrível, elegante e o mais importante desempenho espetacular. Recomendo!!!... Para meu primeiro monitor gamer a experiência está sendo muito boa.\n1MS, 280HZ e 27 polegadas IPS\nPreço,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1337713,Monitor top O monitor é topo de linha. O padrão de acabamento dele é muito bom, simples e prático. Escolhi ele pela compatibilidade G-Sync (detectado automaticamente no Windows 10 - só tive que ajustar as configurações de frequência), por ser painel do tipo IPS e tamanho de 27 polegadas. As cores são bem vivas, e tem várias opções de configuração no prático menu do monitor, inclusive muita coisa para jogos (até um zoom configurável para jogos de FPS). Acompanhou um campo Display Port e outro HDMI. Até o momento, não consegui testar o recurso HDR no monitor (segundo o manual online do produto, ele detecta automaticamente o conteúdo, pois no menu não tem como ligar/desligar). Minha ressalva negativa é o sistema de som, que realmente, é muito fraco.\nG-Sync Compatível, frequência de até 280 Hz, painel IPS, filtros de sombra e luminosidade, recursos para jogos. 3 anos de garantia.\nSom, muito ruim. A ASUS poderia dispor de um sistema de áudio muito melhor para uma tela deste perfil.  O preço também é alto (temos a questão do dolar no Brasil), mas para um dos melhores monitores do segmento, está valendo.,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1339473,10 RÁPIDO E FUNCIONAL\n\n,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1339700,O melhor monitor que já tive!!! Cumpre tudo o que está na descrição!!! Estou impressionado com a qualidade deste monitor, mudou totalmente a visualização do windows e nos jogos nem se fala!!!\nQualidade\nConstrução\nCumpre o que promete\nImagem impecável\nNão encontrei,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1343679,Top Gaming Produto de díficil uso, precisa conhecer bastante do funciomanento (qualidade de cabos, displayport, configurações) para extrair os 280hz em overclock.\nPara jogos acima de 120hz da uma sensação incrível, no xbox em 60hz apresenta poucos problemas.\nTrata-se de um monitor de 2020, em razão da pandemia, acho que o preço estava bom.\nQualidade do produto.\nCapacidade do produto.\nNão é fácil usar todo o potencial do monitor.,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1346689,O Melhor Produto de excelente qualidade. Alias, toda a linha TUF da Asus tem uma excelente qualidade. Só compro produtos Asus... Máxima qualidade e garantia em periféricos para PC.\nTodos...\nUm monitor desta categoria deveria vir com controle remoto para acessar o menu de configurações.\n\nSe tem software para isso não sei responder. Procurei e não achei.,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1348899,ótimo monitor ótimo.\nnão achei pontos negativos apenas positivos.\ncomo disse acima.,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1350883,"Monitor fantástico Monitor com imagem absurda e com 280hz em OC, trabalhando 240hz sem OC.\nImagem.\nAlta frequência.\nApesar de alto, 27\, reduz a altura na barra, até o pé, economizando espaço em cima.\nNENHUM""",5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1351401,Um dos melhores monitores que já vi Excelente em tudo!\nTudo é perfeito nele.\nNenhum.,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1353543,produto muito bom! excelente qualidade de imagem e alto desempenho\n\n,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1354275,Sensacional Muito bom\n\n,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1356706,Monitor perfeito para jogos A tela é incrível, e possui uma vasta gama de configurações\nIPS 280hz\nNada,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1357133,"excelente produto produto bem acabado, fácil instalação, cores vivas e lindas, fora os software do monitor que é fácil de se entender e ajustar, consegui pegar ele na Black friday, paguei até \barato\"", nada a reclamar sobre o preço.\ng-sync, hdr, a nova tecnologia da Asus, o elmb, vários ângulos de movimentação da tela\nO joystick das configurações da tela me parece meio frágil""",5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1362461,Surreal Saí de um monitor BenQ com painel TN e me surpreendi. Esse monitor consegui entregar o mesmo desempenho que já possuía agora com cores mais bonitas, além de alcançar taxas de 280Hz com overdrive.\nBeleza estética\nDesempenho absurdo em games e vídeos\nBotões fáceis de manusear\nDiversas funcionalidades e features para quem joga muito FPS.\nPreço elevado por conta da pandemia.,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1384990,Otimo monitor Gostei muito da qualidade cumpre o que promete em taxas de hz e 1ms realmente tem diferença sim entre os de 144hz pra 280hz e é perceptível sim\ncores bem vivas, imagem bem nítida, recomendo demais\nnenhum,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1393366,"TOTALMENTE SATISFEITO Além de ser muito bonito, a qualidade do produto é indubitavelmente sem igual no que tange a qualidade de imagens, menu de navegação, acabamento impecável e muito bem embalado.\nQualidade, Garantia de 36 meses a ASUS, acabamento lindo;\nNenhum ponto negativo em relação ao produto, mas o preço é salgado.",5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1399419,EXCELENTE PRODUTO!! Produto excelente! Monitor 280hz com qualidade excepcional!\n\n,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1409602,top demais superou minha eapectativa\ntodos\nnenhum,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1436847,Ótimo monitor. Design e imagem ótimos.\nTela IPS com performance de TN.\n,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1438271,Monitor gamer excelente. excelente\nmuita suavidade nos movimentos.\nprecisa de boa placa de vídeo. usei com 3070 e agora com 6900xt.,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1442723,Excelente Excelente, estou usando em 280Hz e com g-sync ativo.\nImagem excelente, frequência, tempo de resposta, g-sync.\n- Muito caro (realidade do Brasil)\n- Não possui controle, um erro para um equipamento deste valor\n- Botões parecem de qualidade duvidosa,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1448221,"produto bom, mas caro Tive a infelicidade de pegar um monitor com mais de 2 deadpixels, mas a KaBum enviou outro em menos de uma semana.\n-tela ips\n-overclock para 280hz (facil de fazer, apenas habilitar nas opções)\n-tamanho ideal; nem mt pequeno, nem mt grande\n-altura regulavel\n-relativamente fino\n-menu muito simples e fácil de utilizar (tem uma espécie de analógico atrás dele que facilita navegar).\n-Acima de 2500 eu diria que não vale a pena.\n-HDR 400 não é bom. Utilize desligado.",5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1452965,Eu não precisava de monitor 280Hz...até ter um Produto incrível. Não está entre os top 5 monitores a toa. Me surpreendi com este monitor da Asus.\nQualidade da imagem, 280Hz é demaaaaais, bem construído e bem acabado, design, bem articulado e possui diversos ajustes de ângulo e altura, conexões, menu com diversas opções de customização. freesync e g-sync\nPreço é alto, mas vale, pelo conjunto entregue. Possui muito input lag se usado nos consoles em 60Hz - não recomendo para uso em vídeo games,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1453619,muito bom otimo\n\n,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454843,"Melhor monitor que já tive Esse monitor é sensacional, as cores são extremamente bonitas e o desempenho em jogos é excelente.\nA função para deixa-lo com 280hz é um overclock feito dentro do próprio monitor, nativamente ele vem com 240hz.\nPelo preço elevado as bordas poderiam ser mais finas, dando um aspecto melhor, fora isso, é um ótimo monitor\nImagem bonita\nTamanho bom\nAlta taxa de atualização\nOs 280hz não são nativos\nBordas \grossas\""\nPreço alto\nVolume do autofalante muito baixo/de má qualidade""",4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1457078,Ótimo Excelente\nTodos.\nNenhum,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1457347,monitor eu estou gostando muito ..da melhor qualidade este produto\npontos positivo sao muitos não tenho nada reclama\nnem um ponto negativo ..,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1460813,Excelente, mas caro Excelente tecnologia, bom design, mas o preço está elevado.\n\n,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
